ID	Name	Length
ENSG00000130312_MRPL34	ENSG00000130312_MRPL34	968
ENSG00000130313_PGLS	ENSG00000130313_PGLS	1028
ENSG00000130332_LSM7	ENSG00000130332_LSM7	623
ENSG00000130338_TULP4	ENSG00000130338_TULP4	11123
ENSG00000130340_SNX9	ENSG00000130340_SNX9	4198
ENSG00000130347_RTN4IP1	ENSG00000130347_RTN4IP1	2266
ENSG00000130348_QRSL1	ENSG00000130348_QRSL1	4106
ENSG00000130349_C6orf203	ENSG00000130349_C6orf203	1517
ENSG00000130363_RSPH3	ENSG00000130363_RSPH3	6561
ENSG00000130368_MAS1	ENSG00000130368_MAS1	1135
ENSG00000130377_ACSBG2	ENSG00000130377_ACSBG2	2759
ENSG00000130382_MLLT1	ENSG00000130382_MLLT1	1931
ENSG00000130383_FUT5	ENSG00000130383_FUT5	2118
ENSG00000130385_BMP15	ENSG00000130385_BMP15	1179
ENSG00000130396_MLLT4	ENSG00000130396_MLLT4	7704
ENSG00000130402_ACTN4	ENSG00000130402_ACTN4	4963
ENSG00000130413_STK33	ENSG00000130413_STK33	3103
ENSG00000130414_NDUFA10	ENSG00000130414_NDUFA10	4915
ENSG00000130427_EPO	ENSG00000130427_EPO	1330
ENSG00000130429_ARPC1B	ENSG00000130429_ARPC1B	1715
ENSG00000130433_CACNG6	ENSG00000130433_CACNG6	1853
ENSG00000130449_ZSWIM6	ENSG00000130449_ZSWIM6	5501
ENSG00000130475_FCHO1	ENSG00000130475_FCHO1	3214
ENSG00000130477_UNC13A	ENSG00000130477_UNC13A	10101
ENSG00000130479_MAP1S	ENSG00000130479_MAP1S	3419
ENSG00000130487_KLHDC7B	ENSG00000130487_KLHDC7B	2990
ENSG00000130489_SCO2	ENSG00000130489_SCO2	1051
ENSG00000130508_PXDN	ENSG00000130508_PXDN	6808
ENSG00000130511_SSBP4	ENSG00000130511_SSBP4	1768
ENSG00000130513_GDF15	ENSG00000130513_GDF15	1200
ENSG00000130517_PGPEP1	ENSG00000130517_PGPEP1	7092
ENSG00000130518_KIAA1683	ENSG00000130518_KIAA1683	4402
ENSG00000130520_LSM4	ENSG00000130520_LSM4	1908
ENSG00000130522_JUND	ENSG00000130522_JUND	1870
ENSG00000130528_HRC	ENSG00000130528_HRC	2385
ENSG00000130529_TRPM4	ENSG00000130529_TRPM4	4109
ENSG00000130538_OR11H1	ENSG00000130538_OR11H1	982
ENSG00000130540_SULT4A1	ENSG00000130540_SULT4A1	2561
ENSG00000130544_ZNF557	ENSG00000130544_ZNF557	5990
ENSG00000130545_CRB3	ENSG00000130545_CRB3	1443
ENSG00000130558_OLFM1	ENSG00000130558_OLFM1	2591
ENSG00000130559_CAMSAP1	ENSG00000130559_CAMSAP1	7696
ENSG00000130560_UBAC1	ENSG00000130560_UBAC1	1867
ENSG00000130561_SAG	ENSG00000130561_SAG	1591
ENSG00000130584_ZBTB46	ENSG00000130584_ZBTB46	5185
ENSG00000130589_HELZ2	ENSG00000130589_HELZ2	8064
ENSG00000130590_SAMD10	ENSG00000130590_SAMD10	2181
ENSG00000130592_LSP1	ENSG00000130592_LSP1	2640
ENSG00000130595_TNNT3	ENSG00000130595_TNNT3	1246
ENSG00000130598_TNNI2	ENSG00000130598_TNNI2	745
ENSG00000130635_COL5A1	ENSG00000130635_COL5A1	8468
ENSG00000130638_ATXN10	ENSG00000130638_ATXN10	3329
ENSG00000130640_TUBGCP2	ENSG00000130640_TUBGCP2	3553
ENSG00000130643_CALY	ENSG00000130643_CALY	920
ENSG00000130649_CYP2E1	ENSG00000130649_CYP2E1	1912
ENSG00000130653_PNPLA7	ENSG00000130653_PNPLA7	4806
ENSG00000130656_HBZ	ENSG00000130656_HBZ	755
ENSG00000130669_PAK4	ENSG00000130669_PAK4	5735
ENSG00000130675_MNX1	ENSG00000130675_MNX1	2174
ENSG00000130684_ZNF337	ENSG00000130684_ZNF337	3613
ENSG00000130695_CEP85	ENSG00000130695_CEP85	3935
ENSG00000130699_TAF4	ENSG00000130699_TAF4	4628
ENSG00000130700_GATA5	ENSG00000130700_GATA5	2595
ENSG00000130701_RBBP8NL	ENSG00000130701_RBBP8NL	2793
ENSG00000130702_LAMA5	ENSG00000130702_LAMA5	11426
ENSG00000130703_OSBPL2	ENSG00000130703_OSBPL2	3970
ENSG00000130706_ADRM1	ENSG00000130706_ADRM1	1371
ENSG00000130707_ASS1	ENSG00000130707_ASS1	1973
ENSG00000130711_PRDM12	ENSG00000130711_PRDM12	2476
ENSG00000130713_EXOSC2	ENSG00000130713_EXOSC2	2040
ENSG00000130714_POMT1	ENSG00000130714_POMT1	3320
ENSG00000130717_UCK1	ENSG00000130717_UCK1	2237
ENSG00000130720_FIBCD1	ENSG00000130720_FIBCD1	3253
ENSG00000130723_PRRC2B	ENSG00000130723_PRRC2B	11042
ENSG00000130724_CHMP2A	ENSG00000130724_CHMP2A	1178
ENSG00000130725_UBE2M	ENSG00000130725_UBE2M	1508
ENSG00000130726_TRIM28	ENSG00000130726_TRIM28	2960
ENSG00000130731_C16orf13	ENSG00000130731_C16orf13	794
ENSG00000130733_YIPF2	ENSG00000130733_YIPF2	1550
ENSG00000130734_ATG4D	ENSG00000130734_ATG4D	1949
ENSG00000130741_EIF2S3	ENSG00000130741_EIF2S3	2858
ENSG00000130748_TMEM160	ENSG00000130748_TMEM160	663
ENSG00000130749_ZC3H4	ENSG00000130749_ZC3H4	6119
ENSG00000130751_NPAS1	ENSG00000130751_NPAS1	2117
ENSG00000130755_GMFG	ENSG00000130755_GMFG	1028
ENSG00000130758_MAP3K10	ENSG00000130758_MAP3K10	3436
ENSG00000130762_ARHGEF16	ENSG00000130762_ARHGEF16	3061
ENSG00000130764_LRRC47	ENSG00000130764_LRRC47	2648
ENSG00000130766_SESN2	ENSG00000130766_SESN2	3453
ENSG00000130768_SMPDL3B	ENSG00000130768_SMPDL3B	1913
ENSG00000130770_ATPIF1	ENSG00000130770_ATPIF1	1855
ENSG00000130772_MED18	ENSG00000130772_MED18	1831
ENSG00000130775_THEMIS2	ENSG00000130775_THEMIS2	2687
ENSG00000130779_CLIP1	ENSG00000130779_CLIP1	5880
ENSG00000130783_CCDC62	ENSG00000130783_CCDC62	3546
ENSG00000130787_HIP1R	ENSG00000130787_HIP1R	4539
ENSG00000130803_ZNF317	ENSG00000130803_ZNF317	4186
ENSG00000130810_PPAN	ENSG00000130810_PPAN	2412
ENSG00000130811_EIF3G	ENSG00000130811_EIF3G	1103
ENSG00000130812_ANGPTL6	ENSG00000130812_ANGPTL6	1900
ENSG00000130813_C19orf66	ENSG00000130813_C19orf66	2140
ENSG00000130816_DNMT1	ENSG00000130816_DNMT1	5408
ENSG00000130818_ZNF426	ENSG00000130818_ZNF426	2402
ENSG00000130821_SLC6A8	ENSG00000130821_SLC6A8	3763
ENSG00000130822_PNCK	ENSG00000130822_PNCK	1939
ENSG00000130826_DKC1	ENSG00000130826_DKC1	2577
ENSG00000130827_PLXNA3	ENSG00000130827_PLXNA3	6752
ENSG00000130829_DUSP9	ENSG00000130829_DUSP9	2433
ENSG00000130830_MPP1	ENSG00000130830_MPP1	2195
ENSG00000130844_ZNF331	ENSG00000130844_ZNF331	5042
ENSG00000130856_ZNF236	ENSG00000130856_ZNF236	8206
ENSG00000130876_SLC7A10	ENSG00000130876_SLC7A10	1946
ENSG00000130881_LRP3	ENSG00000130881_LRP3	2728
ENSG00000130921_C12orf65	ENSG00000130921_C12orf65	3733
ENSG00000130935_NOL11	ENSG00000130935_NOL11	2947
ENSG00000130939_UBE4B	ENSG00000130939_UBE4B	5522
ENSG00000130940_CASZ1	ENSG00000130940_CASZ1	7936
ENSG00000130943_PKDREJ	ENSG00000130943_PKDREJ	7660
ENSG00000130948_HSD17B3	ENSG00000130948_HSD17B3	1135
ENSG00000130950_NUTM2F	ENSG00000130950_NUTM2F	4195
ENSG00000130956_HABP4	ENSG00000130956_HABP4	2615
ENSG00000130957_FBP2	ENSG00000130957_FBP2	1305
ENSG00000130958_SLC35D2	ENSG00000130958_SLC35D2	1613
ENSG00000130962_PRRG1	ENSG00000130962_PRRG1	4600
ENSG00000130985_UBA1	ENSG00000130985_UBA1	3559
ENSG00000130988_RGN	ENSG00000130988_RGN	2235
ENSG00000130997_POLN	ENSG00000130997_POLN	3253
ENSG00000131013_PPIL4	ENSG00000131013_PPIL4	2232
ENSG00000131015_ULBP2	ENSG00000131015_ULBP2	1349
ENSG00000131016_AKAP12	ENSG00000131016_AKAP12	8432
ENSG00000131018_SYNE1	ENSG00000131018_SYNE1	27748
ENSG00000131019_ULBP3	ENSG00000131019_ULBP3	988
ENSG00000131023_LATS1	ENSG00000131023_LATS1	7517
ENSG00000131037_EPS8L1	ENSG00000131037_EPS8L1	2536
ENSG00000131042_LILRB2	ENSG00000131042_LILRB2	2784
ENSG00000131043_AAR2	ENSG00000131043_AAR2	2689
ENSG00000131044_TTLL9	ENSG00000131044_TTLL9	2623
ENSG00000131050_BPIFA2	ENSG00000131050_BPIFA2	1122
ENSG00000131051_RBM39	ENSG00000131051_RBM39	2883
ENSG00000131055_COX4I2	ENSG00000131055_COX4I2	693
ENSG00000131059_BPIFA3	ENSG00000131059_BPIFA3	1116
ENSG00000131061_ZNF341	ENSG00000131061_ZNF341	3682
ENSG00000131067_GGT7	ENSG00000131067_GGT7	2642
ENSG00000131068_DEFB118	ENSG00000131068_DEFB118	1158
ENSG00000131069_ACSS2	ENSG00000131069_ACSS2	3065
ENSG00000131080_EDA2R	ENSG00000131080_EDA2R	3418
ENSG00000131089_ARHGEF9	ENSG00000131089_ARHGEF9	5413
ENSG00000131094_C1QL1	ENSG00000131094_C1QL1	1295
ENSG00000131095_GFAP	ENSG00000131095_GFAP	3086
ENSG00000131096_PYY	ENSG00000131096_PYY	1053
ENSG00000131097_HIGD1B	ENSG00000131097_HIGD1B	635
ENSG00000131100_ATP6V1E1	ENSG00000131100_ATP6V1E1	1402
ENSG00000131115_ZNF227	ENSG00000131115_ZNF227	3043
ENSG00000131116_ZNF428	ENSG00000131116_ZNF428	1412
ENSG00000131126_TEX101	ENSG00000131126_TEX101	1446
ENSG00000131127_ZNF141	ENSG00000131127_ZNF141	2970
ENSG00000131142_CCL25	ENSG00000131142_CCL25	953
ENSG00000131143_COX4I1	ENSG00000131143_COX4I1	1481
ENSG00000131148_EMC8	ENSG00000131148_EMC8	1962
ENSG00000131149_GSE1	ENSG00000131149_GSE1	7495
ENSG00000131152_RP11-178L8.4	ENSG00000131152_RP11-178L8.4	953
ENSG00000131153_GINS2	ENSG00000131153_GINS2	2673
ENSG00000131165_CHMP1A	ENSG00000131165_CHMP1A	2483
ENSG00000131171_SH3BGRL	ENSG00000131171_SH3BGRL	1923
ENSG00000131174_COX7B	ENSG00000131174_COX7B	2471
ENSG00000131183_SLC34A1	ENSG00000131183_SLC34A1	2573
ENSG00000131187_F12	ENSG00000131187_F12	2049
ENSG00000131188_PRR7	ENSG00000131188_PRR7	1476
ENSG00000131196_NFATC1	ENSG00000131196_NFATC1	4642
ENSG00000131203_IDO1	ENSG00000131203_IDO1	2097
ENSG00000131233_GJA9	ENSG00000131233_GJA9	2377
ENSG00000131236_CAP1	ENSG00000131236_CAP1	3105
ENSG00000131238_PPT1	ENSG00000131238_PPT1	2740
ENSG00000131242_RAB11FIP4	ENSG00000131242_RAB11FIP4	8629
ENSG00000131263_RLIM	ENSG00000131263_RLIM	8317
ENSG00000131264_CDX4	ENSG00000131264_CDX4	1515
ENSG00000131269_ABCB7	ENSG00000131269_ABCB7	2377
ENSG00000131323_TRAF3	ENSG00000131323_TRAF3	7640
ENSG00000131351_HAUS8	ENSG00000131351_HAUS8	3176
ENSG00000131355_EMR3	ENSG00000131355_EMR3	2254
ENSG00000131368_MRPS25	ENSG00000131368_MRPS25	4586
ENSG00000131370_SH3BP5	ENSG00000131370_SH3BP5	2822
ENSG00000131373_HACL1	ENSG00000131373_HACL1	2266
ENSG00000131374_TBC1D5	ENSG00000131374_TBC1D5	7854
ENSG00000131375_CAPN7	ENSG00000131375_CAPN7	4353
ENSG00000131378_RFTN1	ENSG00000131378_RFTN1	2982
ENSG00000131379_C3orf20	ENSG00000131379_C3orf20	3326
ENSG00000131381_ZFYVE20	ENSG00000131381_ZFYVE20	6678
ENSG00000131386_GALNT15	ENSG00000131386_GALNT15	4669
ENSG00000131389_SLC6A6	ENSG00000131389_SLC6A6	6534
ENSG00000131398_KCNC3	ENSG00000131398_KCNC3	5447
ENSG00000131400_NAPSA	ENSG00000131400_NAPSA	1548
ENSG00000131408_NR1H2	ENSG00000131408_NR1H2	2380
ENSG00000131409_LRRC4B	ENSG00000131409_LRRC4B	3019
ENSG00000131435_PDLIM4	ENSG00000131435_PDLIM4	2282
ENSG00000131437_KIF3A	ENSG00000131437_KIF3A	6325
ENSG00000131446_MGAT1	ENSG00000131446_MGAT1	3175
ENSG00000131459_GFPT2	ENSG00000131459_GFPT2	3093
ENSG00000131462_TUBG1	ENSG00000131462_TUBG1	1611
ENSG00000131467_PSME3	ENSG00000131467_PSME3	3144
ENSG00000131469_RPL27	ENSG00000131469_RPL27	697
ENSG00000131470_PSMC3IP	ENSG00000131470_PSMC3IP	1416
ENSG00000131471_AOC3	ENSG00000131471_AOC3	4026
ENSG00000131473_ACLY	ENSG00000131473_ACLY	4339
ENSG00000131475_VPS25	ENSG00000131475_VPS25	1101
ENSG00000131477_RAMP2	ENSG00000131477_RAMP2	858
ENSG00000131480_AOC2	ENSG00000131480_AOC2	2657
ENSG00000131482_G6PC	ENSG00000131482_G6PC	3096
ENSG00000131495_NDUFA2	ENSG00000131495_NDUFA2	804
ENSG00000131503_ANKHD1	ENSG00000131503_ANKHD1	8319
ENSG00000131504_DIAPH1	ENSG00000131504_DIAPH1	5792
ENSG00000131507_NDFIP1	ENSG00000131507_NDFIP1	3848
ENSG00000131508_UBE2D2	ENSG00000131508_UBE2D2	2864
ENSG00000131558_EXOC4	ENSG00000131558_EXOC4	4185
ENSG00000131584_ACAP3	ENSG00000131584_ACAP3	3896
ENSG00000131591_C1orf159	ENSG00000131591_C1orf159	3214
ENSG00000131620_ANO1	ENSG00000131620_ANO1	4790
ENSG00000131626_PPFIA1	ENSG00000131626_PPFIA1	5234
ENSG00000131634_TMEM204	ENSG00000131634_TMEM204	1938
ENSG00000131650_KREMEN2	ENSG00000131650_KREMEN2	2339
ENSG00000131652_THOC6	ENSG00000131652_THOC6	1419
ENSG00000131653_TRAF7	ENSG00000131653_TRAF7	3700
ENSG00000131668_BARX1	ENSG00000131668_BARX1	1532
ENSG00000131669_NINJ1	ENSG00000131669_NINJ1	1281
ENSG00000131686_CA6	ENSG00000131686_CA6	1493
ENSG00000131697_NPHP4	ENSG00000131697_NPHP4	5548
ENSG00000131711_MAP1B	ENSG00000131711_MAP1B	12034
ENSG00000131721_RHOXF2	ENSG00000131721_RHOXF2	1309
ENSG00000131724_IL13RA1	ENSG00000131724_IL13RA1	4036
ENSG00000131725_WDR44	ENSG00000131725_WDR44	4111
ENSG00000131730_CKMT2	ENSG00000131730_CKMT2	1637
ENSG00000131732_ZCCHC9	ENSG00000131732_ZCCHC9	4606
ENSG00000131737_KRT34	ENSG00000131737_KRT34	1751
ENSG00000131738_KRT33B	ENSG00000131738_KRT33B	1607
ENSG00000131746_TNS4	ENSG00000131746_TNS4	4067
ENSG00000131747_TOP2A	ENSG00000131747_TOP2A	5758
ENSG00000131748_STARD3	ENSG00000131748_STARD3	2132
ENSG00000131759_RARA	ENSG00000131759_RARA	2414
ENSG00000131771_PPP1R1B	ENSG00000131771_PPP1R1B	1845
ENSG00000131773_KHDRBS3	ENSG00000131773_KHDRBS3	1977
ENSG00000131778_CHD1L	ENSG00000131778_CHD1L	2967
ENSG00000131779_PEX11B	ENSG00000131779_PEX11B	1740
ENSG00000131781_FMO5	ENSG00000131781_FMO5	2632
ENSG00000131788_PIAS3	ENSG00000131788_PIAS3	2901
ENSG00000131791_PRKAB2	ENSG00000131791_PRKAB2	5417
ENSG00000131795_RBM8A	ENSG00000131795_RBM8A	4919
ENSG00000131808_FSHB	ENSG00000131808_FSHB	1890
ENSG00000131828_PDHA1	ENSG00000131828_PDHA1	3484
ENSG00000131831_RAI2	ENSG00000131831_RAI2	2421
ENSG00000131844_MCCC2	ENSG00000131844_MCCC2	3665
ENSG00000131845_ZNF304	ENSG00000131845_ZNF304	4313
ENSG00000131848_ZSCAN5A	ENSG00000131848_ZSCAN5A	2450
ENSG00000131849_ZNF132	ENSG00000131849_ZNF132	3031
ENSG00000131864_USP29	ENSG00000131864_USP29	3705
ENSG00000131871_VIMP	ENSG00000131871_VIMP	1439
ENSG00000131873_CHSY1	ENSG00000131873_CHSY1	4550
ENSG00000131876_SNRPA1	ENSG00000131876_SNRPA1	1055
ENSG00000131899_LLGL1	ENSG00000131899_LLGL1	4260
ENSG00000131910_NR0B2	ENSG00000131910_NR0B2	1156
ENSG00000131914_LIN28A	ENSG00000131914_LIN28A	4008
ENSG00000131931_THAP1	ENSG00000131931_THAP1	2161
ENSG00000131941_RHPN2	ENSG00000131941_RHPN2	3500
ENSG00000131943_C19orf12	ENSG00000131943_C19orf12	2464
ENSG00000131944_C19orf40	ENSG00000131944_C19orf40	2298
ENSG00000131951_LRRC9	ENSG00000131951_LRRC9	4915
ENSG00000131966_ACTR10	ENSG00000131966_ACTR10	1815
ENSG00000131969_ABHD12B	ENSG00000131969_ABHD12B	1708
ENSG00000131979_GCH1	ENSG00000131979_GCH1	2943
ENSG00000131981_LGALS3	ENSG00000131981_LGALS3	1146
ENSG00000132000_PODNL1	ENSG00000132000_PODNL1	2744
ENSG00000132002_DNAJB1	ENSG00000132002_DNAJB1	2264
ENSG00000132003_ZSWIM4	ENSG00000132003_ZSWIM4	4339
ENSG00000132004_FBXW9	ENSG00000132004_FBXW9	1803
ENSG00000132005_RFX1	ENSG00000132005_RFX1	4332
ENSG00000132010_ZNF20	ENSG00000132010_ZNF20	3061
ENSG00000132016_C19orf57	ENSG00000132016_C19orf57	2513
ENSG00000132017_DCAF15	ENSG00000132017_DCAF15	2271
ENSG00000132024_CC2D1A	ENSG00000132024_CC2D1A	3581
ENSG00000132026_RTBDN	ENSG00000132026_RTBDN	2076
ENSG00000132031_MATN3	ENSG00000132031_MATN3	2524
ENSG00000132109_TRIM21	ENSG00000132109_TRIM21	1924
ENSG00000132122_SPATA6	ENSG00000132122_SPATA6	4973
ENSG00000132128_LRRC41	ENSG00000132128_LRRC41	3190
ENSG00000132130_LHX1	ENSG00000132130_LHX1	4121
ENSG00000132139_GAS2L2	ENSG00000132139_GAS2L2	3014
ENSG00000132141_CCT6B	ENSG00000132141_CCT6B	1838
ENSG00000132142_ACACA	ENSG00000132142_ACACA	9962
ENSG00000132153_DHX30	ENSG00000132153_DHX30	4115
ENSG00000132155_RAF1	ENSG00000132155_RAF1	3300
ENSG00000132164_SLC6A11	ENSG00000132164_SLC6A11	4296
ENSG00000132170_PPARG	ENSG00000132170_PPARG	2029
ENSG00000132182_NUP210	ENSG00000132182_NUP210	7191
ENSG00000132185_FCRLA	ENSG00000132185_FCRLA	2362
ENSG00000132196_HSD17B7	ENSG00000132196_HSD17B7	1386
ENSG00000132199_ENOSF1	ENSG00000132199_ENOSF1	2382
ENSG00000132205_EMILIN2	ENSG00000132205_EMILIN2	5910
ENSG00000132207_SLX1A	ENSG00000132207_SLX1A	1091
ENSG00000132254_ARFIP2	ENSG00000132254_ARFIP2	2543
ENSG00000132256_TRIM5	ENSG00000132256_TRIM5	3399
ENSG00000132259_CNGA4	ENSG00000132259_CNGA4	1863
ENSG00000132274_TRIM22	ENSG00000132274_TRIM22	2989
ENSG00000132275_RRP8	ENSG00000132275_RRP8	6560
ENSG00000132286_TIMM10B	ENSG00000132286_TIMM10B	2840
ENSG00000132294_EFR3A	ENSG00000132294_EFR3A	5438
ENSG00000132297_HHLA1	ENSG00000132297_HHLA1	4105
ENSG00000132300_PTCD3	ENSG00000132300_PTCD3	6734
ENSG00000132305_IMMT	ENSG00000132305_IMMT	3001
ENSG00000132313_MRPL35	ENSG00000132313_MRPL35	3727
ENSG00000132321_IQCA1	ENSG00000132321_IQCA1	3336
ENSG00000132323_ILKAP	ENSG00000132323_ILKAP	1490
ENSG00000132326_PER2	ENSG00000132326_PER2	6385
ENSG00000132329_RAMP1	ENSG00000132329_RAMP1	910
ENSG00000132330_SCLY	ENSG00000132330_SCLY	2562
ENSG00000132334_PTPRE	ENSG00000132334_PTPRE	5736
ENSG00000132341_RAN	ENSG00000132341_RAN	2661
ENSG00000132356_PRKAA1	ENSG00000132356_PRKAA1	5088
ENSG00000132357_CARD6	ENSG00000132357_CARD6	4221
ENSG00000132359_RAP1GAP2	ENSG00000132359_RAP1GAP2	6661
ENSG00000132361_CLUH	ENSG00000132361_CLUH	5244
ENSG00000132376_INPP5K	ENSG00000132376_INPP5K	3194
ENSG00000132382_MYBBP1A	ENSG00000132382_MYBBP1A	4807
ENSG00000132383_RPA1	ENSG00000132383_RPA1	4340
ENSG00000132386_SERPINF1	ENSG00000132386_SERPINF1	1548
ENSG00000132388_UBE2G1	ENSG00000132388_UBE2G1	3974
ENSG00000132394_EEFSEC	ENSG00000132394_EEFSEC	2228
ENSG00000132405_TBC1D14	ENSG00000132405_TBC1D14	4925
ENSG00000132406_TMEM128	ENSG00000132406_TMEM128	1737
ENSG00000132423_COQ3	ENSG00000132423_COQ3	1335
ENSG00000132424_PNISR	ENSG00000132424_PNISR	5112
ENSG00000132429_POPDC3	ENSG00000132429_POPDC3	1345
ENSG00000132432_SEC61G	ENSG00000132432_SEC61G	732
ENSG00000132434_LANCL2	ENSG00000132434_LANCL2	4353
ENSG00000132436_FIGNL1	ENSG00000132436_FIGNL1	3700
ENSG00000132437_DDC	ENSG00000132437_DDC	2041
ENSG00000132446_FTHL17	ENSG00000132446_FTHL17	811
ENSG00000132463_GRSF1	ENSG00000132463_GRSF1	6666
ENSG00000132464_ENAM	ENSG00000132464_ENAM	5679
ENSG00000132465_IGJ	ENSG00000132465_IGJ	1438
ENSG00000132466_ANKRD17	ENSG00000132466_ANKRD17	10784
ENSG00000132467_UTP3	ENSG00000132467_UTP3	2072
ENSG00000132470_ITGB4	ENSG00000132470_ITGB4	5919
ENSG00000132471_WBP2	ENSG00000132471_WBP2	2225
ENSG00000132475_H3F3B	ENSG00000132475_H3F3B	2705
ENSG00000132478_UNK	ENSG00000132478_UNK	4049
ENSG00000132481_TRIM47	ENSG00000132481_TRIM47	2266
ENSG00000132485_ZRANB2	ENSG00000132485_ZRANB2	3078
ENSG00000132498_ANKRD20A3	ENSG00000132498_ANKRD20A3	3964
ENSG00000132507_EIF5A	ENSG00000132507_EIF5A	1511
ENSG00000132510_KDM6B	ENSG00000132510_KDM6B	6713
ENSG00000132514_CLEC10A	ENSG00000132514_CLEC10A	1800
ENSG00000132517_SLC52A1	ENSG00000132517_SLC52A1	2989
ENSG00000132518_GUCY2D	ENSG00000132518_GUCY2D	3698
ENSG00000132522_GPS2	ENSG00000132522_GPS2	1379
ENSG00000132530_XAF1	ENSG00000132530_XAF1	3623
ENSG00000132535_DLG4	ENSG00000132535_DLG4	3975
ENSG00000132541_HRSP12	ENSG00000132541_HRSP12	1057
ENSG00000132549_VPS13B	ENSG00000132549_VPS13B	14160
ENSG00000132554_RGS22	ENSG00000132554_RGS22	4296
ENSG00000132561_MATN2	ENSG00000132561_MATN2	4109
ENSG00000132563_REEP2	ENSG00000132563_REEP2	2170
ENSG00000132570_PCBD2	ENSG00000132570_PCBD2	5621
ENSG00000132581_SDF2	ENSG00000132581_SDF2	1568
ENSG00000132589_FLOT2	ENSG00000132589_FLOT2	2756
ENSG00000132591_ERAL1	ENSG00000132591_ERAL1	1925
ENSG00000132600_PRMT7	ENSG00000132600_PRMT7	4238
ENSG00000132603_NIP7	ENSG00000132603_NIP7	2402
ENSG00000132604_TERF2	ENSG00000132604_TERF2	2983
ENSG00000132612_VPS4A	ENSG00000132612_VPS4A	2203
ENSG00000132613_MTSS1L	ENSG00000132613_MTSS1L	4992
ENSG00000132622_HSPA12B	ENSG00000132622_HSPA12B	3151
ENSG00000132623_ANKEF1	ENSG00000132623_ANKEF1	3762
ENSG00000132631_SCP2D1	ENSG00000132631_SCP2D1	664
ENSG00000132635_PCED1A	ENSG00000132635_PCED1A	2016
ENSG00000132639_SNAP25	ENSG00000132639_SNAP25	2053
ENSG00000132640_BTBD3	ENSG00000132640_BTBD3	5137
ENSG00000132646_PCNA	ENSG00000132646_PCNA	1359
ENSG00000132661_NXT1	ENSG00000132661_NXT1	1123
ENSG00000132664_POLR3F	ENSG00000132664_POLR3F	2416
ENSG00000132669_RIN2	ENSG00000132669_RIN2	4505
ENSG00000132670_PTPRA	ENSG00000132670_PTPRA	3725
ENSG00000132671_SSTR4	ENSG00000132671_SSTR4	1258
ENSG00000132676_DAP3	ENSG00000132676_DAP3	2089
ENSG00000132677_RHBG	ENSG00000132677_RHBG	2022
ENSG00000132680_KIAA0907	ENSG00000132680_KIAA0907	4499
ENSG00000132681_ATP1A4	ENSG00000132681_ATP1A4	3839
ENSG00000132688_NES	ENSG00000132688_NES	5558
ENSG00000132692_BCAN	ENSG00000132692_BCAN	3466
ENSG00000132693_CRP	ENSG00000132693_CRP	2015
ENSG00000132694_ARHGEF11	ENSG00000132694_ARHGEF11	6889
ENSG00000132698_RAB25	ENSG00000132698_RAB25	1100
ENSG00000132702_HAPLN2	ENSG00000132702_HAPLN2	1771
ENSG00000132703_APCS	ENSG00000132703_APCS	926
ENSG00000132704_FCRL2	ENSG00000132704_FCRL2	2579
ENSG00000132716_DCAF8	ENSG00000132716_DCAF8	4106
ENSG00000132718_SYT11	ENSG00000132718_SYT11	5240
ENSG00000132740_IGHMBP2	ENSG00000132740_IGHMBP2	3961
ENSG00000132744_ACY3	ENSG00000132744_ACY3	1300
ENSG00000132746_ALDH3B2	ENSG00000132746_ALDH3B2	2649
ENSG00000132749_MTL5	ENSG00000132749_MTL5	3495
ENSG00000132763_MMACHC	ENSG00000132763_MMACHC	2981
ENSG00000132768_DPH2	ENSG00000132768_DPH2	2472
ENSG00000132773_TOE1	ENSG00000132773_TOE1	2389
ENSG00000132780_NASP	ENSG00000132780_NASP	3207
ENSG00000132781_MUTYH	ENSG00000132781_MUTYH	1929
ENSG00000132792_CTNNBL1	ENSG00000132792_CTNNBL1	1958
ENSG00000132793_LPIN3	ENSG00000132793_LPIN3	4363
ENSG00000132801_ZSWIM3	ENSG00000132801_ZSWIM3	2773
ENSG00000132819_RBM38	ENSG00000132819_RBM38	2382
ENSG00000132821_VSTM2L	ENSG00000132821_VSTM2L	1959
ENSG00000132823_OSER1	ENSG00000132823_OSER1	1616
ENSG00000132824_SERINC3	ENSG00000132824_SERINC3	4445
ENSG00000132825_PPP1R3D	ENSG00000132825_PPP1R3D	3459
ENSG00000132837_DMGDH	ENSG00000132837_DMGDH	3097
ENSG00000132840_BHMT2	ENSG00000132840_BHMT2	2050
ENSG00000132842_AP3B1	ENSG00000132842_AP3B1	5838
ENSG00000132846_ZBED3	ENSG00000132846_ZBED3	6172
ENSG00000132849_INADL	ENSG00000132849_INADL	8505
ENSG00000132854_KANK4	ENSG00000132854_KANK4	4665
ENSG00000132855_ANGPTL3	ENSG00000132855_ANGPTL3	2805
ENSG00000132872_SYT4	ENSG00000132872_SYT4	4110
ENSG00000132874_SLC14A2	ENSG00000132874_SLC14A2	4167
ENSG00000132879_FBXO44	ENSG00000132879_FBXO44	3320
ENSG00000132881_RSG1	ENSG00000132881_RSG1	1545
ENSG00000132906_CASP9	ENSG00000132906_CASP9	4463
ENSG00000132911_NMUR2	ENSG00000132911_NMUR2	2073
